Hylak_id,Lake_name,lake_class
9070,Anderson Ranch,Cool temperate and dry
9072,Angostura,Cool temperate and xeric
9073,Palisades,Cool temperate and dry
9074,Sacandaga Reservoir,Cold and mesic
9079,Bull Lake,Cool temperate and dry
9085,Saratoga Lake,Cool temperate and dry
9086,Tenny Park Locks,Cool temperate and dry
9088,Blackfoot River Reservoir,Cool temperate and dry
9089,Massabesic Lake,Cool temperate and dry
9092,Crater Lake,Cold and mesic
9095,Fremont Lake,Cold and mesic
9098,Lewis and Clark Lake,Cool temperate and xeric
9104,Lost Creek Lake,Cool temperate and xeric
9105,Lake Walcott,Cool temperate and dry
9116,Glendo,Cool temperate and dry
9117,Pathfinder,Cool temperate and dry
9118,Hart Lake,Cool temperate and dry
9119,Wachusett Reservoir,Cool temperate and moist
9124,Quabbin Reservoir,Cold and mesic
9125,Gerber,Cool temperate and dry
9127,Seminoe,Cool temperate and dry
9128,Drews Reservoir,Cool temperate and dry
9129,Chautauqua Lake,Cool temperate and moist
9130,Pepacton Reservoir,Cold and mesic
9132,Fontenelle,Cool temperate and dry
9138,Clear Lake Reservoir,Cool temperate and dry
9141,Post Lake,Cool temperate and dry
9143,Allegheny Reservoir,Cold and mesic
9146,Coralville Lake,Cool temperate and moist
9147,Wild Horse Reservoir,Cool temperate and dry
9151,Pymatuning Reservoir,Cool temperate and dry
9154,Candlewood Lake,Cool temperate and moist
9156,Willard,Cool temperate and xeric
9157,Lake Red Rock,Cool temperate and moist
9160,Mosquito Creek Lake,Cool temperate and moist
9161,Shenango River Lake,Cool temperate and moist
9163,Braidwood Station Cooling Pond,Cool temperate and moist
9167,Berlin Lake,Cool temperate and moist
9168,Lake Arthur,Cool temperate and dry
9169,Rathbun Lake,Cool temperate and moist
9172,Clair Engle Lake,Warm temperate and mesic
9176,Mississinewa Lake,Cool temperate and moist
9180,Whiskeytown,Warm temperate and mesic
9184,Rye Patch Reservoir,Cool temperate and xeric
9186,Raystown Lake,Cool temperate and moist
9187,Sanborn Draw,Cool temperate and xeric
9188,Mountain Meadows Reservoir,Cool temperate and dry
9190,Alum Creek Lake,Cool temperate and moist
9191,Swanson Lake,Cool temperate and xeric
9192,Clinton Lake,Cool temperate and moist
9193,Lake Granby,Cold and mesic
9194,Strawberry,Cool temperate and dry
9197,Harlan County Lake,Cool temperate and xeric
9199,Senecaville Lake,Cool temperate and moist
9200,Lake Davis,Cool temperate and dry
9201,Lake Decatur,Warm temperate and mesic
9202,Black Butte Lake,Warm temperate and xeric
9204,Lake Springfield,Warm temperate and mesic
9205,Kirwin,Cool temperate and xeric
9208,Lake Oroville,Warm temperate and mesic
9209,Mark Twain Lake,Warm temperate and mesic
9211,Caesar Creek Lake,Cool temperate and moist
9212,Stampede,Cool temperate and dry
9213,Waconda Lake,Warm temperate and mesic
9214,Lahontan,Cool temperate and xeric
9216,Brookville Lake,Cool temperate and moist
9217,Lake Shelbyville,Warm temperate and mesic
9218,Webster,Cool temperate and xeric
9219,Smithville Lake,Warm temperate and mesic
9220,Bullards Bar,Warm temperate and mesic
9224,Tuttle Creek Lake,Warm temperate and mesic
9226,Perry Lake,Warm temperate and mesic
9228,Milford Lake,Warm temperate and mesic
9229,Monroe Lake,Warm temperate and mesic
9231,Wilson Lake,Warm temperate and mesic
9232,Clinton Lake,Warm temperate and mesic
9233,Eleven Mile,Cold and mesic
9234,Cedar Bluff,Warm temperate and mesic
9235,Folsom Lake,Warm temperate and xeric
9237,Hillsdale Lake,Warm temperate and mesic
9238,Pomona Lake,Warm temperate and mesic
9239,Carlyle Lake,Warm temperate and mesic
9240,Kanopolis Lake,Warm temperate and mesic
9242,Melvern Lake,Warm temperate and mesic
9243,Lake Berryessa,Warm temperate and xeric
9244,Blue Mesa,Cool temperate and dry
9246,Patoka Lake,Warm temperate and mesic
9248,Marion Lake,Warm temperate and mesic
9252,Pueblo,Cool temperate and xeric
9254,John Redmond Lake,Warm temperate and mesic
9255,Blue Lake,Cool temperate and xeric
9259,New Hogan Lake,Warm temperate and xeric
9260,Cave Run Lake,Warm temperate and mesic
9262,John Martin Reservoir,Cool temperate and xeric
9264,Rend Lake,Warm temperate and mesic
9265,Lake Anna,Warm temperate and mesic
9266,Taylorsville Lake,Warm temperate and mesic
9267,New Melones,Warm temperate and xeric
9268,Pomme de Terre Lake,Warm temperate and mesic
9269,El Dorado Lake,Warm temperate and mesic
9270,Cheney,Warm temperate and mesic
9271,Crab Orchard Lake,Warm temperate and mesic
9272,Don Pedro Reservoir,Warm temperate and xeric
9273,Stockton Lake,Warm temperate and mesic
9274,Rough River Lake,Warm temperate and mesic
9275,Lake Crowley,Cool temperate and dry
9276,Lake McClure,Warm temperate and xeric
9277,McPhee,Cool temperate and dry
9282,Nolin Lake,Warm temperate and mesic
9284,Green River Lake,Warm temperate and mesic
9289,San Luis Reservoir,Warm temperate and xeric
9290,Smith Mountain Lake,Warm temperate and mesic
9291,Millerton Lake,Warm temperate and xeric
9292,Laurel Lake,Warm temperate and mesic
9294,Wappapello Lake,Warm temperate and mesic
9295,Barren River Lake,Warm temperate and mesic
9296,Copan Lake,Warm temperate and mesic
9297,Pine Flat Lake,Warm temperate and xeric
9298,Navajo,Cool temperate and xeric
9299,Great Salt Plains Lake,Warm temperate and mesic
9300,Kaw Lake,Warm temperate and mesic
9301,Heron,Cool temperate and dry
9305,Dale Hollow Lake,Warm temperate and mesic
9306,South Holston Lake,Warm temperate and mesic
9308,Lake Gaston,Warm temperate and mesic
9312,Boone Lake,Warm temperate and mesic
9313,Beaver Lake,Warm temperate and mesic
9315,Skiatook Lake,Warm temperate and mesic
9317,Watauga Lake,Warm temperate and mesic
9319,Lake Hudson,Warm temperate and mesic
9321,Old Hickory Lake,Warm temperate and mesic
9322,Norfork Lake,Warm temperate and mesic
9323,Abiquiu Reservoir,Cool temperate and xeric
9324,Lake Hudson,Warm temperate and mesic
9325,Norris Lake,Warm temperate and mesic
9326,Cherokee Lake,Warm temperate and mesic
9327,J. Percy Priest Lake,Warm temperate and mesic
9328,Keystone Lake,Warm temperate and mesic
9330,Center Hill Lake,Warm temperate and mesic
9331,Canton Lake,Warm temperate and mesic
9332,Douglas Lake,Warm temperate and mesic
9333,Falls Lake,Warm temperate and mesic
9334,Melton Hill Lake,Warm temperate and mesic
9335,Fort Gibson Lake,Warm temperate and mesic
9336,Lake Hickory,Warm temperate and mesic
9339,Tellico Lake,Warm temperate and mesic
9340,Phelps Lake,Warm temperate and mesic
9342,Bridgewater,Warm temperate and mesic
9343,Lake Meredith,Warm temperate and mesic
9344,B. Everett Jordan Lake,Warm temperate and mesic
9345,Isabella Lake,Warm temperate and xeric
9347,High Rock Lake,Warm temperate and mesic
9348,Tenkiller Lake,Warm temperate and mesic
9350,Foss,Warm temperate and mesic
9351,Normandy Lake,Warm temperate and mesic
9352,Fontana Lake,Warm temperate and mesic
9353,Lake Badin,Warm temperate and mesic
9354,Conchas Lake,Warm temperate and mesic
9356,Woods Reservoir,Warm temperate and mesic
9357,Dardanelle Lake,Warm temperate and mesic
9358,Lake Thunderbird,Warm temperate and mesic
9360,Lake Mohave,Hot and arid
9362,Fort Cobb,Warm temperate and xeric
9363,Hiwassee Lake,Warm temperate and mesic
9364,Blue Mountain Lake,Warm temperate and mesic
9365,Santa Rosa Lake,Warm temperate and mesic
9366,Wylie,Warm temperate and mesic
9367,Chatuge Lake,Warm temperate and mesic
9368,Nickajack Lake,Warm temperate and mesic
9370,Jocassee,Warm temperate and mesic
9371,Wister Lake,Warm temperate and mesic
9372,Lake Altus,Warm temperate and xeric
9375,Lake Keowee,Warm temperate and mesic
9378,Arkabutla Lake,Warm temperate and mesic
9380,Tom Steed,Warm temperate and xeric
9384,Cedar Creek Reservoir,Warm temperate and mesic
9385,Bay Springs Lake,Warm temperate and mesic
9387,Lake Hamilton,Warm temperate and mesic
9389,Wateree Lake,Warm temperate and mesic
9390,McGee Creek,Warm temperate and mesic
9392,Lake Havasu,Hot and arid
9393,Parr,Warm temperate and mesic
9395,Big Bear Lake,Cool temperate and dry
9396,Waurika Lake,Warm temperate and xeric
9398,Degray Lake,Warm temperate and mesic
9400,Weiss Lake,Warm temperate and mesic
9403,Allatoona Lake,Warm temperate and mesic
9404,Enid Lake,Warm temperate and mesic
9405,Lake Greeson,Warm temperate and mesic
9406,Broken Bow Lake,Warm temperate and mesic
9407,Pine Creek Lake,Warm temperate and mesic
9410,Richard B. Russell Lake,Warm temperate and mesic
9411,Hugo Lake,Hot and dry
9412,Smith,Warm temperate and mesic
9414,Pat Mayse Lake,Hot and dry
9417,Henry,Warm temperate and mesic
9419,Lake Kemp,Warm temperate and xeric
9420,Millwood Lake,Hot and dry
9422,Roosevelt Lake,Hot and dry
9428,Logan Martin Lake,Warm temperate and mesic
9430,Ray Roberts Lake,Hot and dry
9431,Laurens Shoals,Hot and dry
9434,Texarkana Lake,Hot and dry
9436,Lake Tuscaloosa,Warm temperate and mesic
9437,R.L. Harris Reservoir,Warm temperate and mesic
9440,San Carlos Lake,Hot and dry
9441,Furman Shoals,Hot and dry
9443,Lewisville Lake,Hot and dry
9445,Lake Erling,Hot and dry
9446,Lavon Lake,Hot and dry
9452,West Point Lake,Warm temperate and mesic
9453,Caballo,Warm temperate and xeric
9455,Possum Kingdom,Warm temperate and xeric
9456,Hubbard Creek Lake,Warm temperate and xeric
9457,Lake Fork Reservoir,Hot and dry
9458,Mitchell Lake,Hot and dry
9460,Lake Ray Hubbard,Hot and dry
9462,Lake of the Pines,Hot and dry
9463,Lake Claiborne,Hot and dry
9464,Bayou Darbonne Reservoir,Hot and dry
9465,Caddo Lake,Hot and dry
9466,Lake Harding,Hot and dry
9469,Lake Jordan,Hot and dry
9470,Lake J.B. Thomas,Warm temperate and xeric
9473,Cross Lake,Hot and dry
9474,Okatibbee Lake,Hot and dry
9475,Ross R. Barnett Reservoir,Hot and dry
9478,Lake Bistineau,Hot and dry
9483,Caney Lake,Hot and dry
9484,Palestine,Hot and dry
9486,Lake Murvaul,Hot and dry
9491,Black Lake Bayou Reservoir,Hot and dry
9492,Lake Whitney,Hot and dry
9493,Lake Blackshear,Hot and dry
9495,Lake Brownwood,Warm temperate and xeric
9500,Catahoula Lake,Hot and dry
9503,Twin Buttes,Warm temperate and xeric
9504,Lake Limestone,Hot and dry
9505,Vernon Lake,Hot and dry
9513,B.A. Steinhagen Lake,Hot and dry
9514,Lake Buchanan,Hot and dry
9516,Lake Seminole,Hot and dry
9517,Laneport Reservoir,Hot and dry
9524,Lake Travis,Hot and dry
9525,Lake Talquin,Hot and dry
9526,Lake Conroe,Hot and dry
9543,Lac des Allemands,Hot and dry
9547,Lake Verret,Hot and dry
9561,Crescent Lake,Hot and mesic
9562,Lake Oklawaha,Hot and dry
9592,Novillo,Extremely hot and arid
9595,Lake Eustis,Hot and mesic
9597,Lake Harris,Hot and mesic
9605,Choke Canyon,Hot and mesic
9610,Presa Las Virgenes,Hot and dry
9612,Tohopekaliga Lake,Hot and mesic
9615,Lake Corpus Christi,Hot and mesic
9618,Lake Hancock,Hot and mesic
9622,Alvaro Obregon,Extremely hot and arid
9634,Venustiano Carranza,Hot and arid
9636,Istokpoga Lake,Hot and mesic
9639,Mocuzari,Extremely hot and arid
9643,Miguel Hidalgo,Extremely hot and arid
9645,Vaso Marte R.Gomez,Extremely hot and arid
9687,Caimane,Extremely hot and moist
9702,Tames,Extremely hot and moist
9705,Pueblo Viejo,Extremely hot and moist
9712,Agua Milpa,Extremely hot and moist
9760,Corte,Extremely hot and moist
9763,Catemaco,Hot and mesic
9809,Yojoa,Hot and mesic
9850,Arenal,Hot and mesic
9864,Camatague,Extremely hot and moist
9936,La Honda,Hot and dry
9963,Arari,Extremely hot and moist
10110,Araras,Extremely hot and xeric
10119,Poechos,Extremely hot and moist
10140,Oros,Extremely hot and xeric
10148,Mae d'Agua,Extremely hot and moist
10151,Boqueirao,Hot and mesic
10246,Parinacocha,Cool temperate and dry
10255,Baia Grande,Extremely hot and moist
10300,Lago del Eden,Warm temperate and xeric
10302,Gaiba,Extremely hot and moist
10320,Juparana,Extremely hot and moist
10338,Pozuelos,Cool temperate and dry
10344,Vilama,Cold and mesic
10348,Lajes Reservoir,Hot and dry
10364,Billings Reservoir,Warm temperate and mesic
10369,General Belgrano,Warm temperate and xeric
10457,Paloma,Warm temperate and xeric
10462,San Roque,Warm temperate and xeric
10483,Potrerillos,Warm temperate and mesic
10524,Colbun,Warm temperate and mesic
10533,Maule,Cold and mesic
10545,Laj,Cold and mesic
10571,Arroyito,Warm temperate and mesic
10577,Rinihue,Cool temperate and moist
10590,Alicura,Cool temperate and moist
10614,Amutui Quimey,Cool temperate and moist
10620,Florentino Ameghino,Warm temperate and mesic
10623,Gran Laguna Salada,Cool temperate and xeric
10625,Plata,Cold and mesic
10626,Fontana,Cold and mesic
10657,Strobel,Cold and mesic
10668,Sarmiento,Cold and mesic
68381,Long Lake,Cold and wet
90132,Medicine Lake,Cold and mesic
96148,Berry Creek Reservoir,Cool temperate and dry
99679,Natalie Lake,Cool temperate and dry
100196,Long Lake,Cold and mesic
101239,Elsie Lake,Cool temperate and moist
101623,Lake Newton Reservoir,Cool temperate and dry
102732,Lake Sherburne,Cold and mesic
103266,Spectacle Lake,Cool temperate and dry
103285,Sooke Lake,Cool temperate and moist
103326,Lower Two Medicine Lake,Cold and mesic
104612,Hubbert Reservoir,Cool temperate and dry
104840,Devil Track Lake,Cold and mesic
105090,Pishkun,Cool temperate and dry
105139,Pablo Reservoir,Cool temperate and dry
105214,Gibson,Cool temperate and dry
105301,Willow Creek,Cool temperate and dry
105340,Hibtac Western,Cool temperate and dry
105399,White Water Reservoir,Cool temperate and dry
105481,Billy Clapp Lake,Cool temperate and xeric
105494,Ninepipe Reservoir,Cool temperate and dry
105563,Youngs Lake,Cool temperate and moist
105716,Keechelus Lake,Cool temperate and moist
105806,Howard Hanson Reservoir,Cool temperate and moist
105878,Mitchinamecus,Cold and mesic
105914,Pokegama Reservoir,Cool temperate and dry
106231,Nelson Lake,Cool temperate and dry
106444,Pipestem Lake,Cool temperate and dry
106515,Jamestown,Cool temperate and dry
106624,Bumping Lake,Cold and mesic
106629,Edward Arthur Patterson,Cool temperate and dry
106835,Melissa Lake,Cool temperate and dry
106881,Scooteney Reservoir,Cool temperate and xeric
106883,Lake Helena,Cool temperate and dry
106960,Rimrock,Cold and mesic
107105,Little McDonald Lake,Cool temperate and dry
107150,Deer Lake,Cold and mesic
107881,Flint Creek,Cold and mesic
108000,Lake Como,Cool temperate and dry
108034,Long Lake,Cold and mesic
108066,Goodrich,Cool temperate and dry
108131,Round Lake,Cold and mesic
108146,Bowman-Haley Lake,Cool temperate and dry
108338,Cold Springs,Cool temperate and xeric
108546,Painted Rocks,Cool temperate and dry
108597,Carty Reservoir,Cool temperate and xeric
108600,Fish Lake,Cool temperate and dry
108634,Birchwood,Cool temperate and dry
108660,Rhinelander,Cool temperate and dry
108695,Haugen,Cool temperate and dry
108704,McKay,Cool temperate and xeric
108721,Mikana,Cool temperate and dry
108745,Weldon,Cold and mesic
108846,Diaryland Reservoir,Cool temperate and dry
108850,Bull Run Reservoir,Cool temperate and moist
108862,Scoggins Reservoir,Cool temperate and moist
108879,Bull Run Lake,Cold and wet
108893,Bull Run Reservoir,Cool temperate and moist
108898,Barney Reservoir,Cool temperate and moist
108901,Lake Parmley,Cool temperate and dry
108958,Lake Oswego,Warm temperate and mesic
109076,Wallowa Lake,Cool temperate and dry
109208,Highway 75 Dam Reservoir,Cool temperate and dry
109303,Clear Lake,Cold and mesic
109317,Lodge Grass Reservoir,Cool temperate and dry
109382,Timothy Lake,Cold and mesic
109391,Mahaney,Cold and mesic
109469,Pittsburg Reservoir,Cold and mesic
109507,Thief Valley,Cool temperate and dry
109559,Oxbow,Cool temperate and xeric
109607,Tainter Lake,Cool temperate and dry
109848,Weston,Cold and mesic
109901,Eau Pleine,Cool temperate and dry
109911,Detroit Lake,Cool temperate and moist
109915,Twin Ponds,Cold and mesic
109946,Simtustus Lake,Cool temperate and xeric
109970,Phillips Lake,Cool temperate and dry
110129,Lake Kushaqua,Cold and mesic
110154,Unity,Cool temperate and dry
110235,Suttle Lake,Cold and mesic
110239,Foster Lake,Cool temperate and moist
110270,Little River,Cold and mesic
110291,Mollys Falls Reservoir,Cold and mesic
110302,Malheur 3,Cool temperate and dry
110378,Ochoco,Cool temperate and dry
110450,Clary Saw Mill,Cold and mesic
110491,Blue River Lake,Cool temperate and moist
110501,Lake Bonaparte,Cold and mesic
110510,Lake Auburn,Cold and mesic
110511,Necedah Wildlife Refuge 31,Cool temperate and dry
110525,Grassy Lake,Cold and mesic
110529,South Fork Mckenzie River,Cool temperate and moist
110538,Prineville Reservoir,Cool temperate and dry
110549,Lower Sunshine,Cool temperate and dry
110571,Pactola,Cool temperate and dry
110582,Upper Sunshine,Cool temperate and dry
110596,Deerfield,Cool temperate and dry
110606,Bully Creek,Cool temperate and xeric
110662,Fall Creek Lake,Cool temperate and moist
110680,Dexter Lake,Warm temperate and mesic
110691,Beulah,Cool temperate and xeric
110767,Tahkenitch Lake,Cool temperate and moist
110775,Ossipee Lake,Cold and mesic
110785,Dorena Lake,Cool temperate and moist
110789,Heron Lake,Cool temperate and dry
110824,Cottage Grove Lake,Cool temperate and moist
110828,Hills Creek Lake,Cool temperate and moist
110858,Measley,Cold and mesic
110894,Ayers Island Reservoir,Cold and mesic
110899,Arrowrock,Cool temperate and xeric
110904,Woodhull Lake,Cold and mesic
110905,Ririe,Cool temperate and dry
110935,Lucky Peak Lake,Cool temperate and xeric
110972,Little Wood River,Cool temperate and dry
110978,Milton Three Ponds,Cold and mesic
110996,Little Camas Reservoir,Cool temperate and dry
111003,Waterport Pond,Cool temperate and dry
111046,Pilot Butte,Cool temperate and dry
111061,Sir Adam Beck Reservoir,Cool temperate and dry
111063,Lewiston Reservoir,Cool temperate and dry
111078,Upper Oconomowoc,Cool temperate and dry
111084,Jackman Reservoir,Cold and mesic
111093,New Fork Lake,Cold and mesic
111101,City Of Lake Mills,Cool temperate and dry
111102,Pawtuckaway Lake,Cold and mesic
111113,Golden Eye Reservoir,Cool temperate and dry
111132,Thompson Valley Reservoir,Cool temperate and dry
111136,Ray Lake Reservoir,Cool temperate and dry
111155,Antelope Reservoir,Cool temperate and dry
111173,Galesville Reservoir,Cool temperate and moist
111183,Vischer Ferry,Cool temperate and dry
111187,Long Beach,Extremely cold and mesic
111219,Great Stone,Cool temperate and moist
111234,Alexander,Cool temperate and dry
111236,Merritt,Cool temperate and xeric
111242,Lake Delavan,Cool temperate and dry
111265,Calkins Bridge,Cool temperate and dry
111277,Alcova,Cool temperate and dry
111311,Box Butte,Cool temperate and dry
111315,Four Mile Lake,Cold and mesic
111331,Apple Canyon Lake,Cool temperate and dry
111341,Schoharie Reservoir,Cold and mesic
111348,Rushford Lake,Cool temperate and dry
111352,Lamoka and Waneta Lakes,Cool temperate and dry
111364,Whitney Point Lake,Cool temperate and dry
111367,Lake Mahkeenac,Cold and mesic
111375,Guernsey,Cool temperate and xeric
111397,Cottonwood Reservoir,Cool temperate and dry
111401,Eden,Cool temperate and dry
111411,Howard Prairie Lake,Cold and mesic
111412,Tighe Carmondy Reservoir,Cool temperate and moist
111436,Lake Carroll,Cool temperate and dry
111438,Hyatt,Cold and mesic
111445,Emigrant Lake,Cool temperate and xeric
111456,Greaser Lake,Cool temperate and xeric
111480,Applegate Reservoir,Cool temperate and xeric
111511,Lake Alice,Cool temperate and dry
111512,Pawtucket Upper Reservoir,Cool temperate and moist
111520,Copco Lake,Cool temperate and xeric
111530,Lake Viva Naughton,Cold and mesic
111551,Highland Lake,Cool temperate and moist
111553,Lake Minatare,Cool temperate and xeric
111557,Barkhamsted Reservoir,Cool temperate and moist
111564,Hammond,Cool temperate and dry
111566,Tioga Lake,Cool temperate and dry
111569,Compensating Reservoir,Cool temperate and moist
111574,Shenipsit Lake,Cool temperate and moist
111597,Roundout Reservoir,Cool temperate and moist
111600,Nepaug Reservoir,Cool temperate and moist
111621,Upper Shepaug Reservoir,Cool temperate and moist
111678,Hyrum,Cool temperate and xeric
111707,Clarion River Lake,Cold and mesic
111717,Lake Shastina,Cool temperate and xeric
111757,West Branch Reservoir,Cool temperate and moist
111759,East Branch Reservoir,Cool temperate and moist
111777,Lake Wilhelm,Cool temperate and dry
111781,Collins Station Cooling Lake,Cool temperate and moist
111782,Dresden Cooling Lake,Cool temperate and moist
111790,Lake Gaillard,Cool temperate and moist
111804,Sherman,Cool temperate and xeric
111814,Lake Siskiyou,Cool temperate and moist
111819,Lasalle Nuclear Station Cooling Lake,Cool temperate and moist
111822,Pineview,Cool temperate and dry
111825,Saugatuck Reservoir,Cool temperate and moist
111826,Easton Reservoir,Cool temperate and moist
111828,Lake Hattie,Cool temperate and dry
111851,Lost Creek,Cool temperate and dry
111863,Michael J. Kirwan Reservoir,Cool temperate and moist
111877,Three Mile Reservoir,Cool temperate and moist
111886,Lake Icaria,Cool temperate and moist
111889,Blanchard Reservoir,Cool temperate and moist
111898,Lake Britton,Cool temperate and xeric
111913,Branched Oak Lake,Cool temperate and xeric
111914,Dodge Reservoir,Cool temperate and dry
111920,Echo,Cool temperate and dry
111924,Spoon Lake,Cool temperate and moist
111925,Curwensville Lake,Cool temperate and dry
111928,Big Jumbo,Cool temperate and xeric
111936,East Canyon,Cool temperate and dry
111953,Beltzville Lake,Cool temperate and moist
111954,J. Edward Roush Lake,Cool temperate and moist
111957,Heath Reservoir,Cool temperate and dry
111963,Salamonie Lake,Cool temperate and moist
111968,Steamboat Lake,Cold and mesic
111972,Rock Port Lake,Cool temperate and dry
111973,North Sterling,Cool temperate and xeric
111976,Lake Shafer,Cool temperate and moist
111977,Merrill Creek Reservoir,Warm temperate and mesic
112022,Lake Bloomington,Cool temperate and moist
112027,Evergreen Lake,Cool temperate and moist
112033,Pleasant Hill Lake,Cool temperate and moist
112034,Terry Lake,Cool temperate and xeric
112043,Horsetooth,Cool temperate and dry
112045,Red Fleet,Cool temperate and dry
112048,Moon Lake,Cold and mesic
112050,Powerton Cooling Lake,Cool temperate and moist
112052,Timnath Reservoir,Cool temperate and xeric
112054,Big Windsor,Cool temperate and xeric
112055,Atwood Lake,Cool temperate and moist
112060,Steinaker,Cool temperate and dry
112061,Long Draw,Extremely cold and mesic
112066,Leesville Lake,Cool temperate and moist
112068,Clarks Valley Reservoir,Cool temperate and moist
112071,Duck Creek Station Cooling,Cool temperate and moist
112082,Enders,Cool temperate and xeric
112084,Deer Creek,Cool temperate and dry
112089,Blue Marsh Lake,Cool temperate and moist
112090,Harry Strunk Lake,Cool temperate and xeric
112092,Ruth Lake,Cool temperate and moist
112096,Delaware Lake,Cool temperate and moist
112097,Hugh Butler Lake,Cool temperate and xeric
112099,Tappan Lake,Cool temperate and moist
112103,Home Supply Reservoir,Cool temperate and xeric
112106,Carter Lake,Cool temperate and dry
112114,Bottle Hollow Reservoir,Cool temperate and xeric
112117,New Empire Reservoir,Cool temperate and xeric
112118,Clendening Lake,Cool temperate and moist
112126,Shadow Mountain,Cold and mesic
112131,Piedmont Lake,Cool temperate and moist
112146,Willow Creek,Cold and mesic
112153,Kenney Reservoir,Cool temperate and xeric
112169,Summit Lake,Cool temperate and moist
112177,Dillon Lake,Cool temperate and moist
112181,Springton Reservoir,Warm temperate and mesic
112182,Clarence J. Brown Reservoir,Cool temperate and moist
112193,Bucks Lake,Cold and mesic
112196,Lovewell,Cool temperate and xeric
112199,Green Mountain,Cool temperate and dry
112206,Eagle Creek Reservoir,Cool temperate and moist
112210,Keith Sebelius Lake,Cool temperate and xeric
112213,Youghiogheny River Lake,Cool temperate and moist
112216,Scofield,Cool temperate and dry
112223,Long Branch Lake,Warm temperate and mesic
112227,Cecil M. Harden Lake,Cool temperate and moist
112230,Lake Lynn,Cool temperate and moist
112241,Cherry Creek Lake,Cool temperate and xeric
112242,Sangchris Lake,Warm temperate and mesic
112248,Rifle Gap,Cool temperate and dry
112249,Marston Lake,Cool temperate and xeric
112252,Bonny,Cool temperate and xeric
112253,Deer Creek Lake,Cool temperate and moist
112256,Senac,Cool temperate and xeric
112257,Electric Lake,Cold and mesic
112262,Stony Gorge,Warm temperate and xeric
112265,Chatfield Lake,Cool temperate and xeric
112267,Burr Oak Lake,Cool temperate and moist
112272,Lake Taylorville,Warm temperate and mesic
112280,Cagles Mill Lake,Cool temperate and moist
112293,Bowman Lake,Cold and mesic
112301,Mill Creek Impoundment 1,Warm temperate and mesic
112302,Lake Pillsbury,Warm temperate and mesic
112304,Otter Lake,Warm temperate and mesic
112309,Boca,Cool temperate and dry
112313,Prosser Creek,Cool temperate and dry
112323,Lake Mattoon,Warm temperate and mesic
112324,Spaulding Main,Cool temperate and moist
112326,Merle Collins,Warm temperate and mesic
112330,Tygart Lake,Cool temperate and moist
112333,Joes Valley,Cool temperate and dry
112343,Paint Creek Lake,Cool temperate and moist
112344,Harry L. Englebright Lake,Warm temperate and mesic
112352,Lake Mendocino,Warm temperate and mesic
112353,Tridelphia Lake,Warm temperate and mesic
112354,Lake Glenn Shoals,Warm temperate and mesic
112356,Lake Lou Yaeger,Warm temperate and mesic
112363,Wyandotte County Lake,Warm temperate and mesic
112369,Lake Sara,Warm temperate and mesic
112372,French Meadows Reservoir,Cool temperate and moist
112381,Hell Hole Reservoir,Cool temperate and moist
112384,Weber Reservoir,Cool temperate and xeric
112386,Coffeen Lake,Warm temperate and mesic
112387,Otero Reservoir,Cold and mesic
112388,William H. Harsha Lake,Cool temperate and moist
112389,Blue Springs Lake,Warm temperate and mesic
112393,Stonewall Jackson Lake,Cool temperate and moist
112396,Stonecoal Creek Reservoir,Cool temperate and moist
112405,Greenville New City Lake,Warm temperate and mesic
112406,Longview Lake,Warm temperate and mesic
112408,Stumpy Meadows Reservoir,Warm temperate and mesic
112410,Newton Power Station Lake,Warm temperate and mesic
112411,Greenwodd Lake,Warm temperate and mesic
112416,Burnsville Lake,Cool temperate and moist
112419,Taylor Park,Cold and mesic
112422,Hardy Lake,Warm temperate and mesic
112428,East Fork Lake,Warm temperate and mesic
112434,Jekinson Lake,Warm temperate and mesic
112435,Lake Sonoma,Warm temperate and mesic
112436,Stephen A. Forbes State Park Lake,Warm temperate and mesic
112437,Twin Lake,Cold and mesic
112440,Crawford,Cool temperate and dry
112444,Sutton Lake,Cool temperate and moist
112453,Glendale Reservoir,Warm temperate and mesic
112454,Lunga Reservoir,Warm temperate and mesic
112459,Hennessey,Warm temperate and mesic
112462,Morrow Point,Cool temperate and dry
112480,La Cygne Lake,Warm temperate and mesic
112483,Bridgeport Reservoir,Cool temperate and dry
112489,Lake Amador,Warm temperate and xeric
112490,Beech Fork Lake,Warm temperate and mesic
112495,Neeskah Reservoir,Cool temperate and xeric
112500,Grayson Lake,Warm temperate and mesic
112501,Ni River Reservoir,Warm temperate and mesic
112506,Summersville Lake,Cool temperate and moist
112508,Baldwin Plant Cooling Lake,Warm temperate and mesic
112510,Bath County Reservoir,Cool temperate and moist
112527,Timber Lake,Cool temperate and xeric
112534,East Lynn Lake,Warm temperate and mesic
112537,Yatesville Lake,Warm temperate and mesic
112545,Nicasio,Warm temperate and mesic
112561,Kaskaskia River,Warm temperate and mesic
112565,Lloyd Lake,Cool temperate and moist
112569,Hetch Hetchy Reservoir,Warm temperate and mesic
112570,Moomaw,Cool temperate and moist
112587,Paintsville Lake,Warm temperate and mesic
112596,Kincaid Lake,Warm temperate and mesic
112603,Cucharas Reservoir,Cool temperate and xeric
112604,Toronto Lake,Warm temperate and mesic
112605,Dewey Lake,Warm temperate and mesic
112606,Council Bluff Lake,Warm temperate and mesic
112608,Panguitch Lake Reservoir,Cool temperate and dry
