Hylak_id,Lake_name,lake_class
112609,Farmers Union,Cold and mesic
112612,Dallas Warner Reservoir,Warm temperate and xeric
112613,Cedar Lake,Warm temperate and mesic
112614,Fall River Lake,Warm temperate and mesic
112616,Little Grassy Lake,Warm temperate and mesic
112617,Devils Kitchen Lake,Warm temperate and mesic
112620,Lake of Egypt,Warm temperate and mesic
112624,R.D. Bailey Lake,Warm temperate and mesic
112632,San Antonio Reservoir,Warm temperate and xeric
112633,Electra Lake,Cold and mesic
112638,Crystal Springs Reservoir,Warm temperate and mesic
112656,Fishtrap Lake,Warm temperate and mesic
112660,Lake Parsons,Warm temperate and mesic
112664,Lemon,Cool temperate and dry
112666,Vallecito,Cool temperate and dry
112669,Lake Thomas A. Edison,Cold and mesic
112674,Platoro Reservoir,Cold and mesic
112676,Buckhorn Lake,Warm temperate and mesic
112677,Black Hills,Cool temperate and xeric
112681,Bass Lake,Warm temperate and mesic
112684,Florence,Cool temperate and dry
112685,Big Hill Lake,Warm temperate and mesic
112692,Huntington Lake 1,Cold and mesic
112694,John W. Flannagan Lake,Warm temperate and mesic
112696,Carr Creek Lake,Warm temperate and mesic
112697,Lake Chesdin,Warm temperate and mesic
112698,H.V. Eastman Lake,Warm temperate and xeric
112713,Leroy Anderson,Warm temperate and mesic
112718,Redinger Lake,Warm temperate and xeric
112719,Shaver,Cool temperate and moist
112721,Trinidad Lake,Cool temperate and xeric
112722,Clearwater Lake,Warm temperate and mesic
112725,Hensley Lake,Warm temperate and xeric
112726,O'Neill Forebay Reservoir,Warm temperate and xeric
112759,Philpott Reservoir,Warm temperate and mesic
112771,Optima Lake,Warm temperate and mesic
112778,Fort Supply Lake,Warm temperate and mesic
112781,Birch Lake,Warm temperate and mesic
112788,Lake Kaweah,Warm temperate and xeric
112794,Spavinaw Lake,Warm temperate and mesic
112796,Upper Spavinaw Lake,Warm temperate and mesic
112802,Lake Reidsville,Warm temperate and mesic
112804,Salina,Warm temperate and mesic
112806,Lake W.R. Holway,Warm temperate and mesic
112818,Lake Burlington,Warm temperate and mesic
112822,McMurtry Lake,Warm temperate and mesic
112826,W. Kerr Scott Reservoir,Warm temperate and mesic
112828,Lake Adair,Hot and dry
112836,Success Lake,Warm temperate and xeric
112865,Great Falls Lake,Warm temperate and mesic
112867,Stroud Lake,Warm temperate and mesic
112891,Beech Lake,Warm temperate and mesic
112901,Cochiti Lake,Cool temperate and xeric
112902,Greenleaf Lake,Warm temperate and mesic
112907,Dripping Springs Lake,Warm temperate and mesic
112935,Jemez Canyon Reservoir,Warm temperate and mesic
112949,Santa Margarita Lake,Warm temperate and mesic
112963,Lake Auman,Warm temperate and mesic
112971,Glenville,Cool temperate and moist
112977,Apalachia Lake,Warm temperate and mesic
112985,N. Saluda Reservoir,Warm temperate and mesic
112986,Chickasha Lake,Warm temperate and mesic
112989,Lake Bowen,Warm temperate and mesic
112992,Parksville Lake,Warm temperate and mesic
112994,Upper Lake Mary,Cool temperate and dry
112995,Table Rock Reservoir,Warm temperate and mesic
112997,H. Taylor Blalock Reservoir,Warm temperate and mesic
113001,New Holdenville Lake,Warm temperate and mesic
113002,McAlester Lake,Warm temperate and mesic
113011,Lake Robinson,Warm temperate and mesic
113022,Nottely Lake,Warm temperate and mesic
113023,Nimrod Lake,Warm temperate and mesic
113032,Buffalo Lake,Warm temperate and mesic
113038,Lake Toccoa,Warm temperate and mesic
113042,Lake Hinkle,Warm temperate and mesic
113065,R.C. Longmire,Warm temperate and mesic
113077,Bear Creek Lake,Warm temperate and mesic
113091,Peckerwood Lake,Warm temperate and mesic
113107,Carters Lake,Warm temperate and mesic
113110,Lake Sumner,Warm temperate and mesic
113113,Lake Fuqua,Warm temperate and mesic
113118,Lake Humphreys,Warm temperate and mesic
113119,Lake Cachuma,Warm temperate and xeric
113122,Bouquet Reservoir,Warm temperate and xeric
113130,Lake Frederick,Warm temperate and xeric
113137,Lake Piru,Warm temperate and xeric
113139,Little Bear Creek Reservoir,Warm temperate and mesic
113142,Lake of the Arbuckles,Warm temperate and mesic
113144,Lake Catherine,Warm temperate and mesic
113149,Lake Robinson,Warm temperate and mesic
113153,Lake Casitas,Warm temperate and xeric
113158,Lower Reservoir,Warm temperate and mesic
113172,Upper Bear Creek Reservoir,Warm temperate and mesic
113177,Pool C,Warm temperate and mesic
113178,Lake Secession,Warm temperate and mesic
113186,Gillham Lake,Warm temperate and mesic
113187,Lake Catoma,Warm temperate and mesic
113195,Dierks Lake,Warm temperate and mesic
113202,Dequeen Lake,Warm temperate and mesic
113208,Pool B,Warm temperate and mesic
113221,Horseshoe Lake,Hot and dry
113253,Aberdeen Lake,Warm temperate and mesic
113258,Bartlett Lake,Hot and dry
113260,Truscott Brine Lake,Warm temperate and xeric
113265,Moss Lake,Hot and dry
113278,Lake Monticello,Warm temperate and mesic
113295,Brushy Creek Reservoir,Hot and dry
113303,Apache Lake,Hot and dry
113313,Saguaro Lake,Hot and arid
113319,Canyon Lake,Hot and arid
113327,Columbus Lake,Warm temperate and mesic
113383,Upper Towaliga River Reservior,Warm temperate and mesic
113389,Jackson Lake,Hot and dry
113429,Lake Henshaw,Warm temperate and mesic
113431,Savannah River Par Pond,Hot and dry
113466,White Oak Creek Reservoir,Hot and dry
113495,Lake Alan Henry,Warm temperate and xeric
113543,Black Lake,Hot and dry
113557,Lake Tobesofkee,Hot and dry
113570,New Terrell City Lake,Hot and dry
113591,Lower Otay Reservoir,Warm temperate and xeric
113594,Lake Hawkins,Hot and dry
113595,Goat Rock,Hot and dry
113598,Black Bayou Lake,Hot and dry
113613,Brantley,Warm temperate and xeric
113619,Oliver,Hot and dry
113621,Lock 1,Hot and dry
113652,Lake Colorado,Warm temperate and xeric
113653,Kepler Creek Lake,Hot and dry
113666,Flat Creek Lake,Hot and dry
113694,John K. Kelly Grand Bayou Reservoir,Hot and dry
113702,Lake Winters,Warm temperate and xeric
113720,Big Brown Creek Lake,Hot and dry
113726,Sibley Lake,Hot and dry
113755,Iatt Lake,Hot and dry
113769,Lake Tholocco,Hot and dry
113773,Cotile Lake,Hot and dry
113782,Kincaid Lake,Hot and dry
113786,Hudspeth Regulating Reservoir,Warm temperate and xeric
113802,Indian Creek,Hot and dry
113804,Lake Anacoco,Hot and dry
113838,Bundicks Lake,Hot and dry
113839,Millers Lake,Hot and dry
113886,Decker Lake,Hot and dry
114134,Lake George,Hot and dry
114328,Lake Apopka,Hot and mesic
114382,Ignacio L. Alatorre,Extremely hot and arid
114436,Lake Fannie,Hot and mesic
114438,Lake Hamilton,Hot and mesic
114459,Edward Medard Reservoir,Hot and mesic
114580,Monte Alto Reservoir,Hot and mesic
114724,Presa Juan Guerrero,Extremely hot and moist
115296,Basilio Vadillo,Extremely hot and moist
116011,Turimiquire,Extremely hot and moist
116069,Agua Viva,Extremely hot and xeric
116758,Laguna Chingaza,Cool temperate and moist
118400,Pentecostes,Extremely hot and xeric
118768,Banabuiu,Extremely hot and xeric
119204,Poco da Cruz,Hot and mesic
119401,Antacoto,Extremely cold and mesic
120700,Varzea das Flores,Hot and dry
121526,Recoleta,Warm temperate and xeric
121576,Cogoti,Warm temperate and mesic
121653,Lago de Almafuerte,Warm temperate and xeric
121825,Yeso,Cold and mesic
983983,Boundry Reservoir,Cool temperate and dry
1010616,Lower Crow Reservoir,Cool temperate and dry
1012665,Upper Rice Lake,Cool temperate and dry
1014625,St. Mary's Lake,Cool temperate and dry
1028316,Flynn Lake,Cool temperate and dry
1032186,Marquette Slough,Cool temperate and dry
1034074,Bolger,Cool temperate and dry
1038367,Willow Creek Reservoir,Cool temperate and xeric
1039287,North Fork,Cool temperate and moist
1040807,None,Cool temperate and dry
1045270,Mann Creek,Cool temperate and dry
1045680,Smith Reservoir,Cool temperate and moist
1046455,Hitchins Pond,Cold and mesic
1047974,Anchor,Cool temperate and dry
1048844,Crescent Lake,Cold and mesic
1049110,Canada Lake,Cold and mesic
1049357,Ben Irving Reservoir,Warm temperate and mesic
1051551,Littleville Lake,Cool temperate and moist
1052366,Colebrook River Lake,Cool temperate and moist
1053261,Stillwater Lake,Cold and mesic
1054167,Lake Hammonasset,Cool temperate and moist
1054988,Mahoning Creek Lake,Cool temperate and moist
1055011,Long Park,Cold and mesic
1055198,Smith and Morehouse Reservoir,Cold and mesic
1056052,Barker,Cold and mesic
1056588,Savage Reservoir,Cool temperate and moist
1056815,Martis Creek Lake,Cool temperate and dry
1057278,Paonia,Cool temperate and dry
1057399,Bodie Creek Reservoir,Cool temperate and xeric
1057614,Gould,Cool temperate and dry
1058018,Silver Jack,Cold and mesic
1058066,Pinecrest Lake,Cool temperate and moist
1058376,Kent Lake,Warm temperate and mesic
1058766,W.D. Purse Reservoir 1,Cool temperate and xeric
1058881,Upper Enterprise,Cool temperate and xeric
1058999,Jackson Gulch,Cool temperate and dry
1059040,Alamosa River Reservoir,Cold and mesic
1059190,Spring Hollow Reservoir,Warm temperate and mesic
1059226,Lexington,Warm temperate and mesic
1059269,South Lake,Extremely cold and mesic
1059330,Loch Lomond,Warm temperate and mesic
1061488,Blue Ridge Reservoir,Cool temperate and dry
1061737,Lower Van Norman Lake,Warm temperate and xeric
1061791,Bard Lake,Warm temperate and xeric
1062300,Irvine Lake,Warm temperate and xeric
1062785,Flat Creek Reservoir,Warm temperate and mesic
1063397,Peacock Site 1-A Tailings Reservoir,Hot and dry
1063487,Senator Wash,Hot and arid
1063536,Lake Jennings,Warm temperate and xeric
1064638,Hords Creek Lake,Warm temperate and xeric
1065340,Chicot Lake,Hot and dry
1068400,Lake Smart,Hot and mesic
1069202,Lake Edinburg,Hot and mesic
1,Caspian Sea,Cool temperate and xeric
10,Ladoga,Cold and mesic
11,Baikal,Cold and mesic
12,Balkhash,Cool temperate and xeric
13,Large Aral Sea,Cool temperate and xeric
14,Kara-Bogaz-Gol,Warm temperate and mesic
15,Chad,Extremely hot and xeric
16,Victoria,Hot and mesic
17,Tanganyika,Extremely hot and moist
18,Malawi,Extremely hot and moist
91,Taymyr,Extremely cold and mesic
92,Inari,Extremely cold and mesic
93,Khantayskoye Reservoir,Extremely cold and mesic
94,Imandra,Extremely cold and mesic
95,Vygozero,Cold and mesic
96,Vilyuy Reservoir,Cold and mesic
97,Iso-Kallan,Cold and mesic
98,Paijanne,Cold and mesic
99,Saimaa,Cold and mesic
100,Onega,Cold and mesic
101,Beloye,Cold and mesic
102,Malaren,Cold and mesic
103,Peipsi,Cold and mesic
104,Vattern,Cold and mesic
105,Vanern,Cold and mesic
106,Kama Reservoir,Cold and mesic
107,Rybinsk Reservoir,Cold and mesic
108,Ust-Ilimskoye Reservoir,Cold and mesic
109,Gorkovsky Reservoir,Cold and mesic
110,Bratsk Reservoir,Cold and mesic
111,Cheboksary,Cool temperate and dry
112,Krasnoyarsk Reservoir,Cool temperate and dry
113,Novosibirskoye,Cool temperate and dry
114,Chany,Cool temperate and dry
115,Zeyskoye Reservoir,Cold and mesic
116,Kuybyshev Reservoir,Cool temperate and dry
117,Ijsselmeer,Cool temperate and moist
118,Saratov Reservoir,Cool temperate and dry
119,Khovsgol,Cold and mesic
120,Tengiz,Cool temperate and dry
121,Uvs,Cool temperate and dry
122,Zaysan,Cool temperate and xeric
123,Hulun,Cool temperate and dry
124,Khyargas,Cool temperate and dry
125,Kremenchuk Reservoir,Cool temperate and dry
126,Volgograd Reservoir,Cool temperate and xeric
127,Khar Us,Cool temperate and dry
128,Tsimlyanskoye Reservoir,Cool temperate and xeric
129,Kakhovka Reservoir,Cool temperate and xeric
130,Small Aral Sea,Cool temperate and xeric
131,Alakol,Cool temperate and xeric
132,Syvash,Cool temperate and xeric
133,Kaydak,Cool temperate and xeric
134,Khanka,Cool temperate and dry
135,Qapshaghay Bogeni Reservoir,Cool temperate and xeric
136,Issyk Kul,Cool temperate and dry
137,Sarygamysh,Warm temperate and mesic
138,Aydar,Warm temperate and xeric
139,Sevan,Cool temperate and dry
140,Tuz,Cool temperate and xeric
141,Van,Cool temperate and xeric
142,Urmia,Cool temperate and xeric
143,Qinghai,Cold and mesic
144,Buhayrat ath Tharthar,Hot and arid
145,Hungtze,Warm temperate and mesic
146,Razazah,Hot and arid
147,Siling,Extremely cold and mesic
148,Tai,Warm temperate and mesic
149,Nam,Extremely cold and mesic
150,Goud-e-Zareh,Hot and arid
151,Poyang,Hot and dry
152,Nasser,Extremely hot and xeric
153,Tonle Sap,Extremely hot and xeric
154,Tana,Hot and dry
155,Kainji Reservoir,Extremely hot and xeric
156,Volta,Extremely hot and xeric
157,Abaya,Extremely hot and moist
158,Turkana,Extremely hot and xeric
159,Albert,Extremely hot and moist
160,Toba,Hot and mesic
161,Kyoga,Hot and mesic
162,Edward,Hot and mesic
163,Kivu,Hot and dry
164,Mai-Ndombe,Extremely hot and moist
165,Eyasi,Hot and mesic
166,Rukwa,Extremely hot and moist
167,Mweru,Hot and mesic
168,Mweru wa Ntipa,Extremely hot and moist
169,Bangweulu,Hot and dry
170,Chilwa,Hot and mesic
171,Cahora Bassa Reservoir,Extremely hot and moist
172,Kariba Reservoir,Extremely hot and moist
173,Ntwetwe Pan,Hot and mesic
174,Sua Pan,Hot and mesic
175,Eyre,Hot and arid
176,Frome,Hot and dry
177,Torrens,Hot and dry
178,Gairdner,Warm temperate and xeric
1007,Kungasalakh,Extremely cold and mesic
1008,Portnyagino,Extremely cold and mesic
1009,Kokora,Extremely cold and mesic
1010,Nadudoturku,Extremely cold and mesic
1011,Bustakh,Extremely cold and mesic
1012,Ferguson,Extremely cold and mesic
1013,Mogotoyeyo,Extremely cold and mesic
1014,Soluntakh,Extremely cold and mesic
1015,Periptaveto,Extremely cold and mesic
1016,Yambuto,Extremely cold and mesic
1018,Ilergytgyn,Extremely cold and mesic
1019,Mayato and Neyto,Extremely cold and mesic
1020,Neyato,Extremely cold and mesic
1021,Bol'shoye Morskoye,Extremely cold and mesic
1022,Pyasino,Extremely cold and mesic
1024,Yambuto,Extremely cold and mesic
1025,Lama,Extremely cold and mesic
1026,Chukoch'ye,Extremely cold and mesic
1027,Nerpich'ye,Extremely cold and mesic
1028,Glubokoye,Extremely cold and mesic
1029,Ozhogino,Extremely cold and mesic
1031,Sobach'ye,Extremely cold and mesic
1033,Keta,Extremely cold and mesic
1034,Peschanoye,Extremely cold and mesic
1036,Kovdozero,Extremely cold and mesic
1039,Pavylon,Extremely cold and mesic
1040,Khantayskoye,Extremely cold and mesic
1041,Yessey,Extremely cold and mesic
1043,Tornetrask,Extremely cold and mesic
1044,Porttipahta,Extremely cold and mesic
1045,Vtoroye,Extremely cold and mesic
1046,Lovozero,Extremely cold and mesic
1047,Golodnaya Guba,Extremely cold and mesic
1048,Pervoye,Extremely cold and mesic
1049,Lokan Terkojarvi,Extremely cold and mesic
1051,Umbozero,Extremely cold and mesic
1052,Akkajaure,Extremely cold and mesic
1053,Eloygytgyn,Extremely cold and mesic
1054,Virihaure,Cold and wet
1055,Agata,Extremely cold and mesic
1056,Kovitskoye,Extremely cold and mesic
1057,Stora Lulevatten,Extremely cold and mesic
1058,Kureiskaya,Extremely cold and mesic
1060,Paduskoye More,Extremely cold and mesic
1061,Parkijaure,Extremely cold and mesic
1062,Iovskoye,Extremely cold and mesic
1063,Temchi,Extremely cold and mesic
1064,Vivi,Extremely cold and mesic
1065,Kemijarvi,Cold and mesic
1066,Tikshe,Extremely cold and mesic
1067,Yli -Kitka,Extremely cold and mesic
1068,Hornavan,Extremely cold and mesic
1070,Shuryshkarskiy,Extremely cold and mesic
1071,Pya,Cold and mesic
1072,Uddjaur,Extremely cold and mesic
1074,Rossvatnet,Cold and wet
1075,Keret,Extremely cold and mesic
1080,Topozero,Cold and mesic
1081,Storuman,Extremely cold and mesic
1084,Kianta,Cold and mesic
1085,Sredneye Kuyto,Cold and mesic
1089,Oulu,Cold and mesic
1092,Flasjon,Cold and mesic
1093,Ontojarvi,Cold and mesic
1094,Snasvatnet,Cold and wet
1096,Ondozero,Cold and mesic
1098,Torrojen,Extremely cold and mesic
1099,Pyhajarvi,Cold and mesic
1100,Leksozero,Cold and mesic
1101,Nedzheli,Cold and mesic
1102,Kallsjon,Cold and mesic
1103,Seg,Cold and mesic
1104,Storsjon,Cold and mesic
1105,Lappajarvi,Cold and mesic
1107,Kolmajarvi,Cold and mesic
1108,Kozhozero,Cold and mesic
1109,Kivijarvi,Cold and mesic
1110,Nilakka,Cold and mesic
1111,Hoytiainen,Cold and mesic
1112,Koitere,Cold and mesic
1113,Pielinen,Cold and mesic
1114,Virmasvesi,Cold and mesic
1116,Minijarvi,Cold and mesic
1117,Keitele,Cold and mesic
1118,Pal’yeozero,Cold and mesic
1119,Juojarvi,Cold and mesic
1121,Vodlozero,Cold and mesic
1124,Keuruunselka,Cold and mesic
1125,Pyhajarvi,Cold and mesic
1127,Femunden,Extremely cold and mesic
1129,Janis Yarvi,Cold and mesic
1130,Yam,Cold and mesic
1131,Piltanlor,Cold and mesic
1132,Suonne,Cold and mesic
1133,Puulavesi,Cold and mesic
1135,Nasijarvi,Cold and mesic
1136,Lacha,Cold and mesic
1137,Pyhajarvi,Cold and mesic
1138,Visohisarvi,Cold and mesic
1139,Langelmavesi,Cold and mesic
1140,Vanajanselka,Cold and mesic
1142,Tormemtor,Cold and mesic
1144,Vesijarvi,Cold and mesic
1146,Pyhajarvi,Cold and mesic
1149,Vozhe,Cold and mesic
1150,Siljan,Cold and mesic
1152,Mjosa,Cold and mesic
1153,Randsfjorden,Cold and mesic
1155,Tyrifjorden,Cold and mesic
1156,Kubenskoye,Cold and mesic
1159,Stora Le,Cold and mesic
1160,Hjalmaren,Cold and mesic
1162,Skagern,Cold and mesic
1163,Ilmen,Cold and mesic
1164,Vortis-Jarv,Cold and mesic
1165,Sommen,Cold and mesic
1166,Bolshoy Uvat,Cold and mesic
1169,Votkinsk Reservoir,Cool temperate and dry
1170,Bolmen,Cold and mesic
1172,Saltaim,Cold and mesic
1175,Nizhnekamsk Reservoir,Cool temperate and dry
1176,Ubinskoye,Cold and mesic
1177,Argazinskoye,Cool temperate and dry
1178,Baunt,Cold and mesic
1179,Saitlan,Cool temperate and dry
1180,Neagh,Cool temperate and moist
1181,Kronotskoye,Extremely cold and mesic
1182,Malyye Chany,Cool temperate and dry
1183,Ul'ken-karoy,Cool temperate and dry
1184,Kilibek,Cool temperate and dry
1186,Sniardwy,Cool temperate and dry
1187,Muritz,Cool temperate and dry
1188,Ree,Cool temperate and moist
1191,Orel',Cold and mesic
1192,Seletyteniz,Cool temperate and dry
1193,Corrib,Cool temperate and moist
1195,Kulundinskoye,Cool temperate and dry
1196,Kushmurun,Cool temperate and dry
1197,Zhalauly,Cool temperate and dry
1198,Sayano-Shushenskoye,Cool temperate and dry
1199,Lough Derg,Cool temperate and moist
1200,Kuchukskoye,Cool temperate and dry
1201,Bol'sho Yeravnoye,Cold and mesic
1202,Gor'koye,Cool temperate and dry
1203,Udyl',Cold and mesic
1204,Chukchagirskoye,Cold and mesic
1205,Teletskoye,Cool temperate and dry
1208,Iriklinskoye,Cool temperate and dry
1210,Evoron,Cold and mesic
1211,Gusinoye,Cool temperate and dry
1213,Kiev Reservoir,Cool temperate and dry
1214,Shalkar,Cool temperate and xeric
1218,Orog,Cold and mesic
1219,Torey Lakes,Cool temperate and dry
1220,Bolon',Cool temperate and dry
1221,Karasor,Cool temperate and dry
1224,Achit,Cool temperate and dry
1225,Sangiyn Dalay,Cold and mesic
1227,El'ton,Cool temperate and xeric
1231,Telmen,Cold and mesic
1232,Markakol',Cold and mesic
1233,Dnieprodzerzhinsk Reservoir,Cool temperate and dry
1234,Inder,Cool temperate and xeric
1235,Sor Khaki,Cool temperate and xeric
1236,Har,Cool temperate and dry
1238,Shalkarteniz,Cool temperate and xeric
1239,Dorgon,Cool temperate and dry
1240,Buir,Cool temperate and dry
1242,Neusiedl,Cool temperate and moist
1243,Constance,Cool temperate and moist
1244,Lake Tisza,Cool temperate and xeric
1245,Ulungur,Cool temperate and xeric
1248,Luzern,Cool temperate and moist
1249,Neuchatel,Cool temperate and moist
1250,Jili,Cool temperate and xeric
1251,Balaton,Cool temperate and xeric
1253,Tiligul'skiy,Cool temperate and xeric
1254,Sasykkol,Cool temperate and xeric
1255,Manych-Gudilo,Cool temperate and xeric
1256,Khadzhideyskiy,Cool temperate and xeric
1258,Uyaly,Cool temperate and xeric
1259,Molochnoye,Cool temperate and xeric
1260,Beysugskty,Cool temperate and xeric
1261,Geneva,Cool temperate and moist
1262,Kamyshlybas,Cool temperate and xeric
1265,Dnestrovskyi,Cool temperate and xeric
1272,Shagany,Cool temperate and xeric
1273,Manas,Cool temperate and xeric
1274,Como,Warm temperate and mesic
1275,Maggiore,Warm temperate and mesic
1278,Boon Tsagaan,Cool temperate and dry
1281,Chograyskoye,Cool temperate and xeric
1282,Garda,Warm temperate and mesic
1284,Yalpug,Cool temperate and xeric
1286,Quagan,Cool temperate and dry
1287,Kiziliashskiy,Cool temperate and xeric
1288,Orog,Cool temperate and dry
1289,Tshchikskoye,Cool temperate and xeric
1290,Ebi,Cool temperate and xeric
1292,Razelm,Cool temperate and xeric
1294,Sinoe,Cool temperate and xeric
1295,Sai li-mu,Cold and mesic
1296,Valli di Comacchio,Warm temperate and mesic
1298,Berre,Warm temperate and mesic
1300,Dalai,Cool temperate and dry
1301,Trasimeno,Warm temperate and mesic
1302,Bolsena,Warm temperate and mesic
1303,Scutari,Warm temperate and mesic
1304,Bosten,Cool temperate and xeric
1305,Song-kel,Cold and mesic
1306,Toktogul'skoye,Cool temperate and xeric
1307,Chardarinskoye,Warm temperate and xeric
1310,Ohrid,Warm temperate and mesic
1311,Cildir,Cold and mesic
1312,Prespa,Cool temperate and moist
1313,Mingechaurskoye,Warm temperate and mesic
1314,Wu-liang-su,Cool temperate and xeric
1315,Chatyr-kel',Extremely cold and mesic
1317,Miyun Shuiku,Cool temperate and xeric
1319,Iznik,Warm temperate and mesic
1320,Kayrakkumskoye,Warm temperate and mesic
1321,Ulubat,Warm temperate and mesic
1322,Kus,Warm temperate and mesic
1324,Kuyumazarskoye,Warm temperate and xeric
1325,Xiaoxihaiz Shuiku,Cool temperate and xeric
1326,Hirfanli,Cool temperate and xeric
1327,Tudakol’,Warm temperate and xeric
1330,Karakul,Extremely cold and mesic
1331,Suhai,Cool temperate and dry
1332,Keban Baraji,Warm temperate and mesic
1333,Ercek,Cool temperate and dry
1334,Eber,Cool temperate and xeric
1335,Aksehir,Cool temperate and xeric
1336,Hala,Extremely cold and mesic
1339,Gas Hure,Cold and mesic
1340,Egridir,Warm temperate and mesic
1341,Acigol,Warm temperate and mesic
1342,Burdur,Warm temperate and mesic
1343,Beysehir,Cool temperate and xeric
1344,Ayakkum,Extremely cold and mesic
1346,Inawashiro ko,Cool temperate and moist
1348,Ataturk Dam,Warm temperate and xeric
1349,Kayrakkumskoye,Warm temperate and xeric
1350,Toson,Cool temperate and dry
1352,Aqqikkol,Extremely cold and mesic
1353,Dabsan,Cool temperate and dry
1357,Arkatag,Extremely cold and mesic
1359,Dongping,Warm temperate and mesic
1361,Kasumigaura,Warm temperate and mesic
1362,Dukan,Hot and dry
1365,Assad,Warm temperate and xeric
1366,Lixi'Oidain,Extremely cold and mesic
1367,Hoh Sai,Extremely cold and mesic
1369,Hoh Xil,Extremely cold and mesic
1370,Zonag,Extremely cold and mesic
1371,Donggi Cona,Extremely cold and mesic
1372,Dogaicoring Quang,Extremely cold and mesic
1373,Aksayquin,Extremely cold and mesic
1374,Xijir Ulan,Extremely cold and mesic
1375,Dorge,Extremely cold and mesic
1377,Ngoring,Extremely cold and mesic
1378,Gozha,Extremely cold and mesic
1379,Bairab,Extremely cold and mesic
1380,Daryacheh-ye Howz Soltan,Warm temperate and xeric
1381,Biwa,Warm temperate and mesic
1382,Bangdag,Extremely cold and mesic
1385,Gyaring,Extremely cold and mesic
1388,Weishan,Warm temperate and mesic
1389,Dogai Coring,Extremely cold and mesic
1390,Chah-e Khorasan,Hot and dry
1391,Memar,Extremely cold and mesic
1392,Habbaniyah,Hot and arid
1395,Chem,Extremely cold and mesic
1396,Luoma,Warm temperate and mesic
1397,Aru,Extremely cold and mesic
1398,Tarbela,Hot and mesic
1399,Lumajangdong,Extremely cold and mesic
1400,Pangong,Cold and mesic
1401,Gyeze Caka,Extremely cold and mesic
1403,Bangong,Cold and mesic
1404,Migriggyangzham,Extremely cold and mesic
1405,Dorsoidong,Extremely cold and mesic
1407,Habbaniyah,Hot and arid
1408,Mangla,Hot and mesic
1411,Yaggain Canco,Extremely cold and mesic
1413,Morari,Extremely cold and mesic
1414,Tiberias,Hot and arid
1416,Kaoyu,Warm temperate and mesic
1417,Han Shui,Warm temperate and mesic
1418,Wabu,Warm temperate and mesic
1422,Namru,Extremely cold and mesic
1423,Beas,Hot and mesic
1424,Na,Extremely cold and mesic
1425,Ta-tse,Extremely cold and mesic
1426,Bangkog,Extremely cold and mesic
1427,Dogen,Extremely cold and mesic
1428,Dagze,Extremely cold and mesic
1429,Ngoin,Extremely cold and mesic
1430,Chao,Warm temperate and mesic
1431,Ngangla Ringco,Extremely cold and mesic
1432,Dead Sea,Extremely hot and arid
1433,P'eng-Ts'o,Extremely cold and mesic
1434,Ge,Warm temperate and mesic
1435,Hamun-E Saberi,Hot and arid
1436,Shijiu,Warm temperate and mesic
1437,Cha-pu-yeh ch'a-k'a,Extremely cold and mesic
1438,Yangcheng,Warm temperate and mesic
1439,Ko-jen,Extremely cold and mesic
1440,Pa-Mu-Ts'o,Extremely cold and mesic
1441,Bong,Extremely cold and mesic
1442,Jen-ch'ing hsiu-pu-ts'o,Extremely cold and mesic
1444,Kuo-mang,Extremely cold and mesic
1445,T'a-jo,Extremely cold and mesic
1446,Nanyi,Warm temperate and mesic
1447,Ang-tzu,Extremely cold and mesic
1449,Zhari Namco,Extremely cold and mesic
1450,Tangra,Extremely cold and mesic
1451,P'a-lung,Extremely cold and mesic
1452,La-ang,Extremely cold and mesic
1453,Three Gorges Reservoir,Hot and dry
1454,Ma-p'ang yung-ts'o,Extremely cold and mesic
1455,Great Bitter,Hot and arid
1456,Chang,Warm temperate and mesic
1457,Hsu-ju,Extremely cold and mesic
1458,Liangzi,Hot and dry
1460,Po,Hot and dry
1461,Daguan,Hot and dry
1462,Futou,Hot and dry
1463,Longgan,Hot and dry
1464,Hong,Hot and dry
1468,Qarun,Hot and arid
1470,Dongting,Hot and dry
1471,Bakhtegan,Warm temperate and xeric
1473,Yamdrok,Cold and mesic
1474,P'ei-k'u t'so,Extremely cold and mesic
1476,Junshan,Hot and dry
1477,P'u-mo-ts'o,Extremely cold and mesic
1479,Erh,Warm temperate and mesic
1480,Indawngy,Hot and mesic
1481,Rana Pratap,Extremely hot and xeric
1482,Kalri Lake,Extremely hot and xeric
1483,Dian Chi,Warm temperate and mesic
1484,Gandhisagar Reservoir,Extremely hot and moist
1485,Fuxian,Hot and dry
1487,Govind Ballabah Pant,Extremely hot and moist
1488,Bansagar Lake,Extremely hot and moist
1492,Toshka  2,Extremely hot and arid
1495,Toshka  1,Extremely hot and arid
1497,Bango Reservoir,Extremely hot and moist
1498,Tawa Reservoir,Extremely hot and moist
1499,Barkal,Extremely hot and moist
1502,Hirakud Reservoir,Extremely hot and xeric
1504,Ukal,Extremely hot and xeric
1506,Chilika,Extremely hot and xeric
1507,Jayakwadi,Extremely hot and xeric
1513,Ujani,Extremely hot and xeric
1514,Sirikit,Extremely hot and xeric
1516,Bhumibol,Extremely hot and xeric
1517,Ubol Ratana,Extremely hot and xeric
1518,Lam Pao,Extremely hot and moist
1519,Nagarjuna,Extremely hot and xeric
1520,Guiers,Extremely hot and xeric
1524,Srisailam Reservoir,Extremely hot and xeric
1525,Debo,Extremely hot and xeric
